category,year_month,n,k,prev,feature
white-supremacist,2022-08-01,5914,1179,0.19935745688197498,Outgroup Othering
white-supremacist,2022-09-01,4386,826,0.1883264933880529,Outgroup Othering
white-supremacist,2022-10-01,7554,1178,0.15594387079692879,Outgroup Othering
white-supremacist,2022-11-01,7621,1181,0.15496653982417005,Outgroup Othering
white-supremacist,2022-12-01,8050,1124,0.13962732919254658,Outgroup Othering
white-supremacist,2023-01-01,11731,1828,0.1558264427585031,Outgroup Othering
white-supremacist,2023-02-01,9086,1598,0.17587497248514197,Outgroup Othering
white-supremacist,2023-03-01,8760,1292,0.14748858447488583,Outgroup Othering
white-supremacist,2023-04-01,7767,953,0.12269859662675421,Outgroup Othering
white-supremacist,2023-05-01,8629,1038,0.12029203847491018,Outgroup Othering
white-supremacist,2023-06-01,10900,1599,0.146697247706422,Outgroup Othering
white-supremacist,2023-07-01,21418,3240,0.151274628816883,Outgroup Othering
white-supremacist,2023-08-01,22278,3174,0.14247239429033126,Outgroup Othering
white-supremacist,2023-09-01,22827,3385,0.14828930652297717,Outgroup Othering
white-supremacist,2023-10-01,19701,3492,0.17724988579259937,Outgroup Othering
white-supremacist,2023-11-01,19747,3545,0.1795209398896035,Outgroup Othering
white-supremacist,2023-12-01,17595,2983,0.1695368002273373,Outgroup Othering
white-supremacist,2024-01-01,12950,2189,0.16903474903474902,Outgroup Othering
white-supremacist,2024-02-01,16552,2856,0.17254712421459642,Outgroup Othering
white-supremacist,2024-03-01,23303,3473,0.14903660472900485,Outgroup Othering
white-supremacist,2024-04-01,14651,1969,0.1343935567538052,Outgroup Othering
white-supremacist,2024-05-01,1172,191,0.16296928327645052,Outgroup Othering
white-supremacist,2024-06-01,9,2,0.2222222222222222,Outgroup Othering
white-supremacist,2024-07-01,5,4,0.8,Outgroup Othering
white-supremacist,2024-08-01,48,11,0.22916666666666666,Outgroup Othering
