dcm_group,topic,label,n,prop,feature,category
DCM-,17,OPSEC/OSINT,244,0.001253306623520045,Outgroup Othering,764
DCM-,18,Appearance Discussion,104,5.341962657626422e-4,Outgroup Othering,764
DCM+,0,Expletive Chat,4326,0.2971153846153846,Outgroup Othering,terrorgram
DCM+,1,Antisemitism/Jews,4823,0.33125,Outgroup Othering,terrorgram
DCM+,2,White Nationalism/Russia-Ukraine,2986,0.20508241758241758,Outgroup Othering,terrorgram
DCM+,3,Media Sharing,63,0.004326923076923077,Outgroup Othering,terrorgram
DCM+,4,Guns/Violence,192,0.013186813186813187,Outgroup Othering,terrorgram
DCM+,5,Animals/Nature,292,0.020054945054945057,Outgroup Othering,terrorgram
DCM+,6,Raw Diet/Health,119,0.008173076923076924,Outgroup Othering,terrorgram
DCM+,7,Paganism/Satanism,449,0.03083791208791209,Outgroup Othering,terrorgram
DCM+,8,Mental Health/Intelligence,193,0.013255494505494505,Outgroup Othering,terrorgram
DCM+,9,Non-English (Spanish/Italian),265,0.018200549450549452,Outgroup Othering,terrorgram
DCM+,10,Saints/Martyrs,214,0.014697802197802198,Outgroup Othering,terrorgram
DCM+,11,Propaganda Documentary,177,0.012156593406593407,Outgroup Othering,terrorgram
DCM+,12,Propaganda Materials,53,0.00364010989010989,Outgroup Othering,terrorgram
DCM+,13,Social Media/Antisemitism,343,0.023557692307692307,Outgroup Othering,terrorgram
DCM+,14,Accelerationism,11,7.554945054945055e-4,Outgroup Othering,terrorgram
DCM+,15,Gaming,6,4.120879120879121e-4,Outgroup Othering,terrorgram
DCM+,16,Numbers/Nazi Numerology,39,0.0026785714285714286,Outgroup Othering,terrorgram
DCM+,17,Infrastructure (Physical/Digital),4,2.747252747252747e-4,Outgroup Othering,terrorgram
DCM+,18,Subcultural Identity,5,3.4340659340659343e-4,Outgroup Othering,terrorgram
DCM-,0,Expletive Chat,22344,0.42429075994075427,Outgroup Othering,terrorgram
DCM-,1,Antisemitism/Jews,5210,0.09893281683187118,Outgroup Othering,terrorgram
DCM-,2,White Nationalism/Russia-Ukraine,4097,0.07779803273707797,Outgroup Othering,terrorgram
DCM-,3,Media Sharing,3616,0.06866431202764801,Outgroup Othering,terrorgram
DCM-,4,Guns/Violence,2664,0.050586760852227415,Outgroup Othering,terrorgram
DCM-,5,Animals/Nature,2458,0.046675021837378,Outgroup Othering,terrorgram
DCM-,6,Raw Diet/Health,2111,0.04008583039003456,Outgroup Othering,terrorgram
DCM-,7,Paganism/Satanism,1583,0.030059625536439937,Outgroup Othering,terrorgram
DCM-,8,Mental Health/Intelligence,1774,0.033686529186130416,Outgroup Othering,terrorgram
DCM-,9,Non-English (Spanish/Italian),1392,0.026432721886749458,Outgroup Othering,terrorgram
DCM-,10,Saints/Martyrs,1508,0.02863544871064525,Outgroup Othering,terrorgram
DCM-,11,Propaganda Documentary,1452,0.02757206334738521,Outgroup Othering,terrorgram
DCM-,12,Propaganda Materials,1149,0.021818388971174663,Outgroup Othering,terrorgram
DCM-,13,Social Media/Antisemitism,210,0.003987695112225134,Outgroup Othering,terrorgram
DCM-,14,Accelerationism,407,0.007728532907979188,Outgroup Othering,terrorgram
DCM-,15,Gaming,311,0.005905586570961984,Outgroup Othering,terrorgram
DCM-,16,Numbers/Nazi Numerology,179,0.0033990353575633282,Outgroup Othering,terrorgram
DCM-,17,Infrastructure (Physical/Digital),147,0.0027913865785575936,Outgroup Othering,terrorgram
DCM-,18,Subcultural Identity,50,9.494512171964605e-4,Outgroup Othering,terrorgram
DCM+,0,Expletive Chat,9917,0.2777404357811012,Outgroup Othering,white-supremacist
DCM+,1,Antisemitism/Racism,16119,0.45143673332213075,Outgroup Othering,white-supremacist
DCM+,2,Firearms/Weapons,1000,0.02800649750742172,Outgroup Othering,white-supremacist
DCM+,3,Animals/Wehrwolf,1861,0.05212009186131183,Outgroup Othering,white-supremacist
DCM+,4,Religious Ideology,1356,0.037976810620063854,Outgroup Othering,white-supremacist
DCM+,5,Vaccines/Health,891,0.024953789279112754,Outgroup Othering,white-supremacist
DCM+,6,Appearance/Aesthetics,1033,0.02893071192516664,Outgroup Othering,white-supremacist
DCM+,7,Demographics/Heritage,814,0.02279728897104128,Outgroup Othering,white-supremacist
DCM+,8,Generational Conflict,783,0.02192908754831121,Outgroup Othering,white-supremacist
DCM+,9,Law Enforcement,875,0.024505685318994008,Outgroup Othering,white-supremacist
DCM+,10,Fitness/Combat Sports,277,0.007757799809555817,Outgroup Othering,white-supremacist
DCM+,11,Survival/Outdoors,257,0.007197669859407382,Outgroup Othering,white-supremacist
DCM+,12,Age/Time Discussion,139,0.0038929031535316194,Outgroup Othering,white-supremacist
DCM+,13,Education/Homeschool,88,0.0024645717806531116,Outgroup Othering,white-supremacist
DCM+,14,Technology/Devices,25,7.00162437685543e-4,Outgroup Othering,white-supremacist
DCM+,15,Non-English (Spanish/German),82,0.002296532795608581,Outgroup Othering,white-supremacist
DCM+,16,Tactical Training/Slurs,167,0.004677085083739428,Outgroup Othering,white-supremacist
DCM+,17,Accelerationism,7,1.9604548255195206e-4,Outgroup Othering,white-supremacist
DCM+,18,Channel-Specific,15,4.2009746261132585e-4,Outgroup Othering,white-supremacist
DCM-,0,Expletive Chat,51861,0.34582299751940465,Outgroup Othering,white-supremacist
DCM-,1,Antisemitism/Racism,19522,0.13017790936491425,Outgroup Othering,white-supremacist
DCM-,2,Firearms/Weapons,19357,0.12907764530153903,Outgroup Othering,white-supremacist
DCM-,3,Animals/Wehrwolf,8592,0.057293750500120026,Outgroup Othering,white-supremacist
DCM-,4,Religious Ideology,8568,0.05713371209090182,Outgroup Othering,white-supremacist
DCM-,5,Vaccines/Health,7842,0.05229255021205089,Outgroup Othering,white-supremacist
DCM-,6,Appearance/Aesthetics,6114,0.0407697847483396,Outgroup Othering,white-supremacist
DCM-,7,Demographics/Heritage,5390,0.03594195940359019,Outgroup Othering,white-supremacist
DCM-,8,Generational Conflict,4159,0.027733322664106053,Outgroup Othering,white-supremacist
DCM-,9,Law Enforcement,3983,0.026559707663172494,Outgroup Othering,white-supremacist
DCM-,10,Fitness/Combat Sports,4623,0.03082739857565816,Outgroup Othering,white-supremacist
DCM-,11,Survival/Outdoors,3564,0.023765703768904536,Outgroup Othering,white-supremacist
DCM-,12,Age/Time Discussion,3631,0.02421247766130538,Outgroup Othering,white-supremacist
DCM-,13,Education/Homeschool,1447,0.009648982422448054,Outgroup Othering,white-supremacist
DCM-,14,Technology/Devices,449,0.002994051905790723,Outgroup Othering,white-supremacist
DCM-,15,Non-English (Spanish/German),348,0.0023205569336640793,Outgroup Othering,white-supremacist
DCM-,16,Tactical Training/Slurs,256,0.0017070763649942654,Outgroup Othering,white-supremacist
DCM-,17,Accelerationism,178,0.0011869515350350752,Outgroup Othering,white-supremacist
DCM-,18,Channel-Specific,80,5.33461364060708e-4,Outgroup Othering,white-supremacist
